party_id,country_name_short,country_name,election_date,vote_share,seats,party_name_short,party_name,party_name_english,country_id,election_id,party_name_ascii,family_name_short,family_name,family_id,most_recent_election_id,most_recent_election_date,most_recent_vote_share,most_recent_seats
1535,PRT,Portugal,1983-04-25,,1.0,PEV,Partido Ecologista â€“ Os Verdes,Ecology Party -- Greens,63,598,Partido Ecologista -- Os Verdes,eco,Green/Ecologist,19.0,,,,
341,PRT,Portugal,1985-10-06,18.38,45.0,PRD,Partido Renovador DemocrÃ¡tico,Democratic Renewal Party,63,106,Partido Renovador Democratico,soc,Social democracy,11.0,,,,
889,PRT,Portugal,1987-07-19,,2.0,ID,IntervenÃ§ao DemocrÃ¡tica,Democratic Intervention,63,480,Intervencao Democratica,soc,Social democracy,11.0,,,,
82,PRT,Portugal,1991-10-06,1.71,1.0,PSN,Partido da Solidariedade Nacional,National Solidarity Party,63,90,Partido da Solidariedade Nacional,spec,Special issue,16.0,,,,
557,PRT,Portugal,1999-10-10,2.49,2.0,BE,Bloco de Esquerda,Bloc of the Left,63,352,Bloco de Esquerda,com,Communist/Socialist,14.0,993.0,2015-10-04 00:00:00,10.58,19.0
1295,PRT,Portugal,2009-09-27,8.11,15.0,CDU,ColigaÃ§Ã£o DemocrÃ¡tico UnitÃ¡ria,Unified Democratic Coalition,63,405,Coligacao Democratico Unitaria,com,Communist/Socialist,14.0,993.0,2015-10-04 00:00:00,8.56,17.0
1781,PRT,Portugal,2015-10-04,1.44,1.0,PAN,Partido pelos Animais e pela Natureza,Party for Animals and Nature,63,993,Partido pelos Animais e pela Natureza,eco,Green/Ecologist,19.0,993.0,2015-10-04 00:00:00,1.44,1.0
1120,ROU,Romania,1992-09-27,27.7,117.0,PSD,Partidul Social Democrat,Social Democratic Party,23,416,Partidul Social Democrat,soc,Social democracy,11.0,1015.0,2016-12-11 00:00:00,45.48,154.0
713,ROU,Romania,1992-09-27,3.9,16.0,PRM,Partidul RomÃ¢nia Mare,Greater Romania Party,23,416,Partidul Romania Mare,right,Right-wing,40.0,,,,
861,ROU,Romania,1992-09-27,,14.0,PAC,Partidul AlianÅ£a CivicÄƒ,Party of the Civic Alliance,23,416,Partidul Alianta Civica,lib,Liberal,6.0,,,,
562,ROU,Romania,1992-09-27,3.04,13.0,PSM,Partidul Socialist al Muncii,Socialist Party of Labour,23,416,Partidul Socialist al Muncii,com,Communist/Socialist,14.0,,,,
2099,ROU,Romania,1992-09-27,,13.0,PL/DC,Partidul Liberal / ConvenÈ›ia DemocratÄƒ,Liberal Party / Democratic Convention,23,416,Partidul Liberal / Conventia Democrata,lib,Liberal,6.0,,,,
2088,ROU,Romania,1996-11-03,,5.0,PNL-CD,Partidul NaÅ£ional Liberal â€“ ConvenÅ£ia DemocratÄƒ,National Liberal Party -- Democratic Convention,23,49,Partidul National Liberal -- Conventia Democratica,con,Conservative,26.0,,,,
2087,ROU,Romania,1996-11-03,,3.0,PAR,Partidul Alternativa RomÃ¢niei,Alternative Party of Romania,23,49,Partidul Alternativa Romaniei,con,Conservative,26.0,,,,
958,ROU,Romania,2008-11-30,32.36,115.0,PD-L,Partidul Democrat-Liberal,Democratic Liberal Party,23,319,Partidul Democrat-Liberal,lib,Liberal,6.0,,,,
5,ROU,Romania,2008-11-30,,4.0,PC,Partidul Conservator,Conservative Party,23,319,Partidul Conservator,con,Conservative,26.0,,,,
2130,ROU,Romania,2012-12-09,13.99,47.0,PP-DD,Partidul Poporului â€“ Dan Diaconescu,People's Party -- Dan Diaconescu,23,787,Partidul Poporului -- Dan Diaconescu,com,Communist/Socialist,14.0,,,,
2002,ROU,Romania,2012-12-09,,10.0,UNPR,Uniunea NaÅ£ionalÄƒ pentru Progresul RomÃ¢niei,National Union for the Progress of Romania,23,787,Uniunea Nationala pentru Progresul Romaniei,soc,Social democracy,11.0,,,,
2129,ROU,Romania,2012-12-09,,3.0,FC,ForÈ›a CivicÄƒ,Civic Force,23,787,Forta Civica,chr,Christian democracy,3.0,,,,
2646,ROU,Romania,2016-12-11,8.87,30.0,USR,Uniunea SalvaÈ›i RomÃ¢nia,Save Romania Union,23,1015,Uniunea Salvati Romania,lib,Liberal,6.0,1015.0,2016-12-11 00:00:00,8.87,30.0
2647,ROU,Romania,2016-12-11,5.62,20.0,ALDE,AlianÈ›a Liberalilor È™i DemocraÈ›ilor,Alliance of Liberals and Democrats,23,1015,Alianta Liberalilor si Democratilor,lib,Liberal,6.0,1015.0,2016-12-11 00:00:00,5.62,20.0
2395,ROU,Romania,2016-12-11,5.35,18.0,PMP,Partidul MiÈ™carea PopularÄƒ,People's Movement Party,23,1015,Partidul Miscarea Populara,chr,Christian democracy,3.0,1015.0,2016-12-11 00:00:00,5.35,18.0
1142,SVK,Slovakia,1992-06-06,37.26,74.0,HZDS,Hnutie za demokratickÃ© Slovensko,Movement for a Democratic Slovakia,1,294,Hnutie za demokraticke Slovensko,con,Conservative,26.0,,,,
2248,SVK,Slovakia,1992-06-06,,9.0,S-E,SpoluÅ¾itie â€“ EgyÃ¼ttÃ©lÃ©s,Coexistence,1,294,Spoluzitie -- Egyutteles,con,Conservative,26.0,,,,
2247,SVK,Slovakia,1992-06-06,,5.0,MKDM,MaÄarskÃ© kresÅ¥anskodemokratickÃ© hnutie â€“ Magyar keresztÃ©nydemokrata mozgalom,Hungarian Christian Democratic Movement,1,294,Madarske krestanskodemokraticke hnutie -- Magyar keresztenydemokrata mozgalom,chr,Christian democracy,3.0,,,,
527,SVK,Slovakia,1994-10-01,10.42,18.0,SV,SpoloÄnÃ¡ voÄ¾ba,Common Choice,1,119,Spolocna Vol'ba,com,Communist/Socialist,14.0,,,,
1495,SVK,Slovakia,1994-10-01,8.57,15.0,DUS,DemokratickÃ¡ Ãºnia,Democratic Union,1,119,Demokraticka unia,lib,Liberal,6.0,,,,
1563,SVK,Slovakia,1994-10-01,7.35,13.0,ZRS,ZdruÅ¾enie robotnÃ­kov Slovenska,Association of Workers of Slovakia,1,119,Zdruzenie robotnikov Slovenska,com,Communist/Socialist,14.0,,,,
2246,SVK,Slovakia,1994-10-01,,1.0,MOS,MaÄarskÃ¡ obÄianska strana â€“ Magyar polgÃ¡ri pÃ¡rt,Hungarian Civic Party,1,119,Madarska obcianska strana -- Magyar polgari part,lib,Liberal,6.0,,,,
313,SVK,Slovakia,1998-09-26,26.33,42.0,SDK,SlovenskÃ¡ demokratickÃ¡ koalÃ­cia,Slovak Democratic Coalition,1,349,Slovenska demokraticka koalicia,chr,Christian democracy,3.0,,,,
1016,SVK,Slovakia,1998-09-26,8.01,13.0,SOP,Strana obÄianskeho porozumenia,Party of Civic Understanding,1,349,Strana obcianskeho porozumenia,soc,Social democracy,11.0,,,,
131,SVK,Slovakia,2002-09-21,15.09,28.0,SDKU-DS,SlovenskÃ¡ demokratickÃ¡ a kresÅ¥anskÃ¡ Ãºnia â€“ DemokratickÃ¡ strana,Slovak Democratic and Christian Union -- Democratic Party,1,218,Slovenska demokraticka a krestanska unia -- Demokraticka strana,chr,Christian democracy,3.0,,,,
220,SVK,Slovakia,2002-09-21,13.46,25.0,Smer,Smer â€“ sociÃ¡lna demokracia,Direction -- Social Democracy,1,218,Smer -- socialna demokracia,soc,Social democracy,11.0,1003.0,2016-03-06 00:00:00,28.28,49.0
1200,SVK,Slovakia,2002-09-21,8.01,15.0,ANO,Aliancia novÃ©ho obÄana,Alliance of the New Citizen,1,218,Aliancia noveho obcana,lib,Liberal,6.0,,,,
44,SVK,Slovakia,2002-09-21,6.32,11.0,KSS,KomunistickÃ¡ strana Slovenska,Communist Party of Slovakia,1,218,Komunisticka strana Slovenska,com,Communist/Socialist,14.0,,,,
1460,SVK,Slovakia,2010-06-12,12.14,18.0,SaS,Sloboda a solidarita,Freedom and Solidarity,1,524,Sloboda a solidarita,lib,Liberal,6.0,1003.0,2016-03-06 00:00:00,12.1,21.0
1620,SVK,Slovakia,2010-06-12,8.12,14.0,MH,Most-HÃ­d,Most-Hid,1,524,Most-Hid,con,Conservative,26.0,1003.0,2016-03-06 00:00:00,6.5,11.0
1759,SVK,Slovakia,2010-06-12,,4.0,OLaNO,ObyÄajnÃ­ Ä¾udia a nezÃ¡vislÃ© osobnosti,Ordinary People and Independent,1,524,Obycajni ludia a nezavisle osobnosti,con,Conservative,26.0,1003.0,2016-03-06 00:00:00,11.03,19.0
586,SVK,Slovakia,2016-03-06,8.04,14.0,LsNS,Ä½udovÃ¡ strana NaÅ¡e Slovensko,People's Party Our Slovakia,1,1003,Ludova strana Nase Slovensko,right,Right-wing,40.0,1003.0,2016-03-06 00:00:00,8.04,14.0
2623,SVK,Slovakia,2016-03-06,6.63,11.0,SR,Sme Rodina â€“ Boris KollÃ¡r,We are family -- Boris Kollar,1,1003,Sme Rodina -- Boris Kollar,right,Right-wing,40.0,1003.0,2016-03-06 00:00:00,6.63,11.0
2624,SVK,Slovakia,2016-03-06,5.61,10.0,S,SieÅ¥,Network,1,1003,Siet,con,Conservative,26.0,1003.0,2016-03-06 00:00:00,5.61,10.0
981,SVN,Slovenia,1992-12-06,10.02,12.0,SNS,Slovenska nacionalna stranka,Slovenian National Party,60,382,Slovenska nacionalna stranka,code,to be coded,28.0,,,,
143,SVN,Slovenia,1992-12-06,5.01,6.0,DS,Demokratska stranka,Democratic Party,60,382,Demokratska stranka,soc,Social democracy,11.0,,,,
1587,SVN,Slovenia,1996-11-10,4.32,5.0,DeSUS,DemokratiÄna stranka upokojencev Slovenije,Democratic Party of Pensioners of Slovenia,60,338,Demokraticna stranka upokojencev Slovenije,spec,Special issue,16.0,817.0,2014-07-13 00:00:00,10.18,10.0
1512,SVN,Slovenia,2000-10-15,4.34,4.0,SMS,Stranka mladih Slovenije,Youth Party of Slovenia,60,525,Stranka mladih Slovenije,eco,Green/Ecologist,19.0,,,,
326,SVN,Slovenia,2008-09-21,9.37,9.0,Zares,Zares,For Real,60,522,Zares,soc,Social democracy,11.0,,,,
1987,SVN,Slovenia,2011-12-04,28.51,28.0,LZJ-PS,Lista Zorana JankoviÄ‡a â€“ Pozitivna Slovenija,Zoran Jankovic's List -- Positive Slovenia,60,778,Lista Zorana Jankovica -- Pozitivna Slovenija,soc,Social democracy,11.0,,,,
1988,SVN,Slovenia,2011-12-04,8.37,8.0,DL,DrÅ¾avljanska lista,Civic List,60,778,Drzavljanska lista,lib,Liberal,6.0,,,,
2333,SVN,Slovenia,2014-07-13,34.49,36.0,SMC,Stranka Mira Cerarja,Party of Miro Cerar,60,817,Stranka Mira Cerarja,soc,Social democracy,11.0,817.0,2014-07-13 00:00:00,34.49,36.0
2334,SVN,Slovenia,2014-07-13,5.97,6.0,ZdLe,ZdruÅ¾ena levica,United Left,60,817,Zdruzena levica,com,Communist/Socialist,14.0,817.0,2014-07-13 00:00:00,5.97,6.0
2337,SVN,Slovenia,2014-07-13,4.38,4.0,ZaAB,ZavezniÅ¡tvo Alenke BratuÅ¡ek,Alliance of Alenka Bratusek,60,817,Zaveznistvo Alenke Bratusek,soc,Social democracy,11.0,817.0,2014-07-13 00:00:00,4.38,4.0
802,SWE,Sweden,1964-09-20,1.5,3.0,MbS,Medborgerlig samling,Citizens Coalition,35,41,Medborgerlig samling,con,Conservative,26.0,,,,
1010,SWE,Sweden,1964-09-20,0.3,2.0,Mi,Mittenpartierna,Middle Parties,35,41,Mittenpartierna,lib,Liberal,6.0,,,,
282,SWE,Sweden,1985-09-15,,1.0,KD,Kristdemokraterna,Christian Democrats,35,48,Kristdemokraterna,chr,Christian democracy,3.0,828.0,2014-09-14 00:00:00,4.57,16.0
1154,SWE,Sweden,1988-09-18,5.5,20.0,MP,MiljÃ¶partiet de GrÃ¶na,Greens,35,428,Miljopartiet de Grona,eco,Green/Ecologist,19.0,828.0,2014-09-14 00:00:00,6.89,25.0
951,SWE,Sweden,1991-09-15,6.7,25.0,NyD,Ny Demokrati,New Democracy,35,472,Ny Demokrati,right,Right-wing,40.0,,,,
1546,SWE,Sweden,2010-09-19,5.7,20.0,SD,Sverigedemokraterna,Sweden Democrats,35,512,Sverigedemokraterna,right,Right-wing,40.0,828.0,2014-09-14 00:00:00,12.86,49.0
1141,TUR,Turkey,1987-10-29,19.135,59.0,DYP,DoÄŸru Yol Partisi,Right Path Party,20,812,Dogru Yol Partisi,con,Conservative,26.0,,,,
1122,TUR,Turkey,1991-10-20,16.879,62.0,RP,Refah (Fazilet) Partisi,Welfare (Virtue) Party,20,811,Refah (Fazilet) Partisi,spec,Special issue,16.0,,,,
329,TUR,Turkey,1991-10-20,10.75,7.0,DSP,Demokratik Sol Parti,Democratic Left Party,20,811,Demokratik Sol Parti,soc,Social democracy,11.0,,,,
408,TUR,Turkey,1999-04-18,17.98,129.0,MHP,MilliyetÃ§i Hareket Partisi,National Action Party,20,809,Milliyetci Hareket Partisi,right,Right-wing,40.0,997.0,2015-11-01 00:00:00,11.9,40.0
901,TUR,Turkey,2002-11-03,34.28,363.0,AKP,Adalet ve KalkÄ±nma Partisi,Justice and Development Party,20,808,Adalet ve Kalkinma Partisi,con,Conservative,26.0,997.0,2015-11-01 00:00:00,49.5,317.0
2305,TUR,Turkey,2007-07-22,,20.0,HADEP,HalkÄ±n Demokrasi Partisi,People's Democracy Party,20,807,Halkin Demokrasi Partisi,com,Communist/Socialist,14.0,,,,
240,TUR,Turkey,2007-07-22,,1.0,BBP,BÃ¼yÃ¼k Birlik Partisi,Great Union Party,20,807,Buyuk Birlik Partisi,right,Right-wing,40.0,,,,
2572,TUR,Turkey,2015-06-07,13.12,80.0,HDP,HalklarÄ±n Demokratik Partisi,Peoples' Democratic Party,20,975,Halklarin Demokratik Partisi,com,Communist/Socialist,14.0,997.0,2015-11-01 00:00:00,10.76,59.0
