party_id,country_name_short_from_elections,country_name_from_elections,election_type,election_date,vote_share,seats,seats_total,party_name_short_from_elections,party_name_from_elections,party_name_english_from_elections,left_right_from_elections,country_id_from_elections,election_id,previous_parliament_election_id,previous_cabinet_id,vote_share_max,vote_share_median,vote_share_mean,country_name_short_from_parties,country_name_from_parties,party_name_short_from_parties,party_name_english_from_parties,party_name_from_parties,party_name_ascii,family_name_short,family_name,left_right_from_parties,state_market,liberty_authority,eu_anti_pro,cmp,euprofiler,ees,castles_mair,huber_inglehart,ray,benoit_laver,chess,country_id_from_parties,family_id,election_year,election_decade,election_half_decade
993,BEL,Belgium,parliament,1978-12-17,1.4,1.0,212,VB,Vlaams Blok,Flemish Block,9.6622,64,663,420.0,233.0,12.0,6.6,5.920909090909091,BEL,Belgium,VB,Flemish Block,Vlaams Blok,Vlaams Blok,right,Right-wing,9.6622,7.695,9.5234,2.7560000000000002,21914.0,19.0,1056711.0,313.0,,112.0,5063.0,112.0,64.0,40.0,1978,1970,1975
1594,BEL,Belgium,parliament,1981-11-08,2.3,2.0,212,AGL-Gr,Agalev â€“ Groen,Agalev -- Green,2.5762,64,501,663.0,429.0,6.99,4.43,4.503333333333334,BEL,Belgium,AGL-Gr,Agalev -- Green,Agalev â€“ Groen,Agalev -- Groen,eco,Green/Ecologist,2.5762,2.0089,1.0234,7.2593,21112.0,13.0,1056112.0,305.0,401.0,105.0,4963.0,105.0,64.0,19.0,1981,1980,1980
161,BEL,Belgium,parliament,1981-11-08,2.5,2.0,212,Ecolo,Ã‰cologistes ConfÃ©dÃ©rÃ©s pour l'organisation de luttes originales,Confederated ecologists for the organisation of original struggles,2.641,64,501,663.0,429.0,7.3,3.655,4.0249999999999995,BEL,Belgium,Ecolo,Confederated ecologists for the organisation of original struggles,Ã‰cologistes ConfÃ©dÃ©rÃ©s pour l'organisation de luttes originales,Ecologistes Confederes pour l'organisation de luttes originales,eco,Green/Ecologist,2.641,2.3887,1.3744,7.5411,21111.0,23.0,1056111.0,305.0,402.0,104.0,4923.0,104.0,64.0,19.0,1981,1980,1980
748,BEL,Belgium,parliament,1991-11-24,3.2,3.0,212,ROSSEM,Radikale Omvormers Strijdersen Stubbelaars vor Maatschappij,Radical Reformers Fighting for an Upright Society,6.0,64,418,191.0,457.0,3.2,3.2,3.2,BEL,Belgium,ROSSEM,Radical Reformers Fighting for an Upright Society,Radikale Omvormers Strijdersen Stubbelaars vor Maatschappij,Radikale Omvormers Strijdersen Stubbelaars vor Maatschappij,lib,Liberal,6.0,6.7,3.6,8.7,,,,,,113.0,,,64.0,6.0,1991,1990,1990
171,BEL,Belgium,parliament,1991-11-24,1.0,1.0,212,FN,Front National,National Front,9.655,64,418,191.0,457.0,2.28,1.98,1.7419999999999998,BEL,Belgium,FN,National Front,Front National,Front National,right,Right-wing,9.655,8.0831,9.1382,1.5539,,,1056710.0,,,,4943.0,115.0,64.0,40.0,1991,1990,1990
915,BEL,Belgium,parliament,2003-05-18,11.4,24.0,150,MR,Mouvement RÃ©formateur,Reformist Movement,6.6889,64,143,2.0,193.0,12.5,10.52,10.705,BEL,Belgium,MR,Reformist Movement,Mouvement RÃ©formateur,Mouvement Reformateur,lib,Liberal,6.6889,7.1934,4.2102,8.3003,21422.0,22.0,1056427.0,310.0,,,4983.0,106.0,64.0,6.0,2003,2000,2000
1113,BEL,Belgium,parliament,2003-05-18,14.91,23.0,150,SPa+Spi,Socialistische Partij Anders / Sociaal-Liberale Partij,Socialist Party Different / Social Liberal Party,3.255,64,143,2.0,193.0,14.91,12.585,12.585,BEL,Belgium,SPa+Spi,Socialist Party Different / Social Liberal Party,Socialistische Partij Anders / Sociaal-Liberale Partij,Socialistische Partij Anders / Sociaal-Liberale Partij,soc,Social democracy,3.255,3.0183,3.0805,7.6571,21321.0,,,,,,5043.0,103.0,64.0,11.0,2003,2000,2000
501,BEL,Belgium,parliament,2003-05-18,3.06,1.0,150,N-VA,Nieuw-Vlaamse Alliantie,New Flemish Alliance,6.5321,64,143,2.0,193.0,20.26,17.4,13.573333333333332,BEL,Belgium,N-VA,New Flemish Alliance,Nieuw-Vlaamse Alliantie,Nieuw-Vlaamse Alliantie,con,Conservative,6.5321,5.8809,6.06,6.4243,21913.0,15.0,1056913.0,309.0,407.0,110.0,5003.0,110.0,64.0,26.0,2003,2000,2000
972,BEL,Belgium,parliament,2007-06-10,18.5,30.0,150,CD+NVA,Christen-Democratisch & Vlaams / Nieuw-Vlaams Alliantie,Christian-Democrat and Flemish / New Flemish Alliance,6.2,64,401,143.0,449.0,18.5,18.5,18.5,BEL,Belgium,CD+NVA,Christian-Democrat and Flemish / New Flemish Alliance,Christen-Democratisch & Vlaams / Nieuw-Vlaams Alliantie,Christen-Democratisch & Vlaams / Nieuw-Vlaams Alliantie,chr,Christian democracy,6.2,5.7,7.1,8.3,,,,,,,,,64.0,3.0,2007,2000,2005
221,BEL,Belgium,parliament,2007-06-10,4.03,5.0,150,LD|LDD,"Lijst Dedecker | Libertair, Direct, Democratisch","List Dedecker | Libertarian, Direct, Democratic",6.0,64,401,143.0,449.0,4.03,3.17,3.17,BEL,Belgium,LD|LDD,"List Dedecker | Libertarian, Direct, Democratic","Lijst Dedecker | Libertair, Direct, Democratisch","Lijst Dedecker | Libertair, Direct, Democratisch",lib,Liberal,6.0,6.7,3.6,8.7,,14.0,1056600.0,,,,,117.0,64.0,6.0,2007,2000,2005
438,BEL,Belgium,parliament,2010-06-13,1.29,1.0,150,Pp,Parti populaire,People's Party,7.4,64,486,401.0,431.0,1.52,1.405,1.405,BEL,Belgium,Pp,People's Party,Parti populaire,Parti populaire,con,Conservative,7.4,6.4,7.0,7.9,,,,,,,,,64.0,26.0,2010,2010,2010
256,BEL,Belgium,parliament,2014-05-25,3.72,2.0,150,PA-PTB,Partij van de Arbeid â€“ Parti du Travail de Belgique,Workers' Party of Belgium,1.2,64,816,486.0,987.0,3.72,3.72,3.72,BEL,Belgium,PA-PTB,Workers' Party of Belgium,Partij van de Arbeid â€“ Parti du Travail de Belgique,Partij van de Arbeid -- Parti du Travail de Belgique,com,Communist/Socialist,1.3,1.4,3.0,3.3,,17.0,1056222.0,,,,,119.0,64.0,14.0,2014,2010,2010
423,BGR,Bulgaria,parliament,1991-10-13,34.36,110.0,240,SDS,Suyuz na Demokratichnite Sili,Union of Democratic Forces,6.1111,10,32,,,34.36,29.295,29.295,BGR,Bulgaria,SDS,Union of Democratic Forces,Suyuz na Demokratichnite Sili,Suyuz na Demokratichnite Sili,chr,Christian democracy,6.1111,5.7,7.1,8.3,80410.0,33.0,,,707.0,,,,10.0,3.0,1991,1990,1990
1160,BGR,Bulgaria,parliament,1991-10-13,33.14,106.0,240,KzB|DL,Koalitsiya za Balgariya | Demokratichna Levitsa,Coalition for Bulgaria | Democratic Left,2.8982,10,32,,,43.5,26.609,26.091,BGR,Bulgaria,KzB|DL,Coalition for Bulgaria | Democratic Left,Koalitsiya za Balgariya | Demokratichna Levitsa,Koalitsiya za Balgariya | Demokratichna Levitsa,soc,Social democracy,2.8982,2.9629,5.7410000000000005,8.6402,80221.0,,1100300.0,,702.0,,841.0,2003.0,10.0,11.0,1991,1990,1990
1286,BGR,Bulgaria,parliament,1991-10-13,7.55,24.0,240,DPS,Dvizhenie za Prava i Svobodi,Movement for Rights and Freedoms,4.5828,10,32,,,14.84,10.273,10.38575,BGR,Bulgaria,DPS,Movement for Rights and Freedoms,Dvizhenie za Prava i Svobodi,Dvizhenie za Prava i Svobodi,lib,Liberal,4.5828,4.413,6.229,9.0094,80951.0,31.0,1100900.0,,,,894.0,2004.0,10.0,6.0,1991,1990,1990
353,BGR,Bulgaria,parliament,1994-12-18,6.51,18.0,240,ZNS,Zemedelski Naroden Suyuz,Agrarian People's Union,5.5263,10,355,32.0,109.0,6.51,6.51,6.51,BGR,Bulgaria,ZNS,Agrarian People's Union,Zemedelski Naroden Suyuz,Zemedelski Naroden Suyuz,agr,Agrarian,5.5263,5.7895,5.9398,8.9474,80810.0,,,,704.0,,867.0,,10.0,2.0,1994,1990,1990
599,BGR,Bulgaria,parliament,1994-12-18,4.73,13.0,240,BBB,Balgarski Biznes Blok,Bulgarian Business Bloc,6.6784,10,355,32.0,109.0,5.27,5.0,5.0,BGR,Bulgaria,BBB,Bulgarian Business Bloc,Balgarski Biznes Blok,Balgarski Biznes Blok,lib,Liberal,6.6784,7.0760000000000005,5.1974,7.6842,80901.0,,,,708.0,,737.0,,10.0,6.0,1994,1990,1990
784,BGR,Bulgaria,parliament,1997-04-19,49.15,137.0,240,ODS,Obedineni Demokratichni Sili,United Democratic Forces,6.9611,10,126,355.0,714.0,49.15,18.18,25.00333333333333,BGR,Bulgaria,ODS,United Democratic Forces,Obedineni Demokratichni Sili,Obedineni Demokratichni Sili,con,Conservative,6.9611,6.917000000000001,3.8431,9.7427,80411.0,,,,706.0,,972.0,2002.0,10.0,26.0,1997,1990,1995
710,BGR,Bulgaria,parliament,1997-04-19,5.57,14.0,240,BE,Balgarska Evrolevica,Euro-Left Coalition,3.3,10,126,355.0,714.0,5.57,5.57,5.57,BGR,Bulgaria,BE,Euro-Left Coalition,Balgarska Evrolevica,Balgarska Evrolevica,soc,Social democracy,3.3,3.5,3.5,8.1,80320.0,,,,,,,,10.0,11.0,1997,1990,1995
544,BGR,Bulgaria,parliament,2001-06-18,42.74,120.0,240,NDSV,Natsionalno Dvizhenie Simeon Vtori,National Movement Simeon II,5.7567,10,681,126.0,792.0,42.74,31.310000000000002,31.310000000000002,BGR,Bulgaria,NDSV,National Movement Simeon II,Natsionalno Dvizhenie Simeon Vtori,Natsionalno Dvizhenie Simeon Vtori,lib,Liberal,5.7567,5.8948,4.008,9.3468,80902.0,32.0,1100400.0,,,,946.0,2001.0,10.0,6.0,2001,2000,2000
535,BGR,Bulgaria,parliament,2005-06-25,8.14,21.0,240,Ataka,Ataka,Attack,5.46,10,618,681.0,575.0,9.36,7.718500000000001,7.32925,BGR,Bulgaria,Ataka,Attack,Ataka,Ataka,right,Right-wing,5.46,3.25,9.17,2.4333,,27.0,1100700.0,,,,,2007.0,10.0,40.0,2005,2000,2005
57,BGR,Bulgaria,parliament,2005-06-25,6.44,17.0,240,DSB,Demokrati za Silna Balgariya,Democrats for a Strong Bulgaria,7.85,10,618,681.0,575.0,6.44,6.44,6.44,BGR,Bulgaria,DSB,Democrats for a Strong Bulgaria,Demokrati za Silna Balgariya,Demokrati za Silna Balgariya,con,Conservative,7.85,7.83,4.5,8.9667,,28.0,1100001.0,,,,,2008.0,10.0,26.0,2005,2000,2005
1375,BGR,Bulgaria,parliament,2005-06-25,5.19,13.0,240,BNS,Balgarski Naroden Suyuz,Bulgarian People's Union,5.8,10,618,681.0,575.0,5.19,5.19,5.19,BGR,Bulgaria,BNS,Bulgarian People's Union,Balgarski Naroden Suyuz,Balgarski Naroden Suyuz,con,Conservative,5.8,6.0,5.44,8.3333,80811.0,,,,,,,2009.0,10.0,26.0,2005,2000,2005
1541,BGR,Bulgaria,parliament,2009-07-05,39.72,116.0,240,GERB,Grazhdani za Evropeysko Razvitie na Balgariya,Citizens for European Development of Bulgaria,7.4,10,79,618.0,425.0,39.72,33.105000000000004,34.11625,BGR,Bulgaria,GERB,Citizens for European Development of Bulgaria,Grazhdani za Evropeysko Razvitie na Balgariya,Grazhdani za Evropeysko Razvitie na Balgariya,con,Conservative,7.4,6.4,7.0,7.9,,29.0,1100600.0,,,,,2010.0,10.0,26.0,2009,2000,2005
1254,BGR,Bulgaria,parliament,2009-07-05,6.76,15.0,240,SK,Sinyata Koalitsiya,Blue Coalition,7.4,10,79,618.0,425.0,6.76,6.76,6.76,BGR,Bulgaria,SK,Blue Coalition,Sinyata Koalitsiya,Sinyata Koalitsiya,con,Conservative,7.4,6.4,7.0,7.9,,,1100001.0,,,,,,10.0,26.0,2009,2000,2005
636,BGR,Bulgaria,parliament,2009-07-05,4.13,10.0,240,RZS,"Red, zakonnost i spravedlivost","Order, Lawfulness and Justice",8.7,10,79,618.0,425.0,4.13,4.13,4.13,BGR,Bulgaria,RZS,"Order, Lawfulness and Justice","Red, zakonnost i spravedlivost","Red, zakonnost i spravedlivost",right,Right-wing,8.8,5.9,8.5,2.3,,,1100601.0,,,,,2012.0,10.0,40.0,2009,2000,2005
2363,BGR,Bulgaria,parliament,2014-10-05,8.89,23.0,240,RB,Reformatorski Blok,Reformist Bloc,7.4,10,840,799.0,1139.0,8.89,8.89,8.89,BGR,Bulgaria,RB,Reformist Bloc,Reformatorski Blok,Reformatorski Blok,con,Conservative,7.4,6.4,7.0,7.9,,,,,,,,,10.0,26.0,2014,2010,2010
2211,BGR,Bulgaria,parliament,2014-10-05,7.28,19.0,240,NFSB,Natsionalen Front za Spasenie na Balgariya,National Front for the Salvation of Bulgaria,8.7,10,840,799.0,1139.0,9.31,8.295,8.295,BGR,Bulgaria,NFSB,National Front for the Salvation of Bulgaria,Natsionalen Front za Spasenie na Balgariya,Natsionalen Front za Spasenie na Balgariya,right,Right-wing,8.8,5.9,8.5,2.3,,,,,,,,,10.0,40.0,2014,2010,2010
2362,BGR,Bulgaria,parliament,2014-10-05,5.69,15.0,240,BBZ,Balgarija bes Zensura,Bulgaria Without Censorship,7.4,10,840,799.0,1139.0,5.69,5.69,5.69,BGR,Bulgaria,BBZ,Bulgaria Without Censorship,Balgarija bes Zensura,Balgarija bes Zensura,con,Conservative,7.4,6.4,7.0,7.9,,,,,,,,,10.0,26.0,2014,2010,2010
2364,BGR,Bulgaria,parliament,2014-10-05,4.15,11.0,240,ABV,Alternativa za balgarsko vazrazhdane,Alternative for Bulgarian Revival,3.3,10,840,799.0,1139.0,4.15,4.15,4.15,BGR,Bulgaria,ABV,Alternative for Bulgarian Revival,Alternativa za balgarsko vazrazhdane,Alternativa za balgarsko vazrazhdane,soc,Social democracy,3.3,3.5,3.5,8.1,,,,,,,,,10.0,11.0,2014,2010,2010
2637,BGR,Bulgaria,parliament,2017-03-26,4.26,12.0,240,Volya,Volya,Will,6.0,10,1011,840.0,1503.0,4.26,4.26,4.26,BGR,Bulgaria,Volya,Will,Volya,Volya,lib,Liberal,6.0,6.7,3.6,8.7,,,,,,,,,10.0,6.0,2017,2010,2015
368,CAN,Canada,parliament,1900-11-07,51.24,133.0,213,LP,Liberal Party of Canada,Liberal Party of Canada,5.0552,29,883,,,52.03,41.085,40.84294117647059,CAN,Canada,LP,Liberal Party of Canada,Liberal Party of Canada,Liberal Party of Canada,lib,Liberal,5.0552,5.3509,3.4615,,62420.0,,,402.0,803.0,,5273.0,,29.0,6.0,1900,1900,1900
794,CAN,Canada,parliament,1900-11-07,47.41,80.0,213,PCP,Progressive Conservative Party of Canada,Progressive Conservative Party of Canada,6.7112,29,883,,,57.0,35.44,36.92068965517241,CAN,Canada,PCP,Progressive Conservative Party of Canada,Progressive Conservative Party of Canada,Progressive Conservative Party of Canada,con,Conservative,6.7112,6.9659,5.997000000000001,,62620.0,,,403.0,804.0,,5313.0,,29.0,26.0,1900,1900,1900
2577,CAN,Canada,parliament,1911-09-21,,5.0,221,etc,others,others,,29,863,885.0,1468.0,,,,CAN,Canada,etc,others,others,others,none,no family,,,,,,,,,,,,,29.0,12.0,1911,1910,1910
2566,CAN,Canada,parliament,1921-12-06,22.88,64.0,235,PPC,Progressive Party of Canada,Progressive Party of Canada,5.3,29,861,862.0,1169.0,22.88,7.109999999999999,9.979999999999999,CAN,Canada,PPC,Progressive Party of Canada,Progressive Party of Canada,Progressive Party of Canada,agr,Agrarian,5.3,4.9,6.5,,,,,,,,,,29.0,2.0,1921,1920,1920
2427,CAN,Canada,parliament,1921-12-06,2.28,2.0,235,L,Labour Party,Labour Party,3.3,29,861,862.0,1169.0,2.28,1.62,1.69,CAN,Canada,L,Labour Party,Labour Party,Labour Party,soc,Social democracy,3.3,3.5,3.5,,,,,,,,,,29.0,11.0,1921,1920,1920
1392,CAN,Canada,parliament,1935-10-14,4.09,17.0,245,SSC,Social Credit Party of Canada,Social Credit Party of Canada,7.8,29,857,858.0,1166.0,11.92,4.835,5.800833333333333,CAN,Canada,SSC,Social Credit Party of Canada,Social Credit Party of Canada,Social Credit Party of Canada,con,Conservative,7.8,6.4,7.0,,62951.0,,,404.0,,,,,29.0,26.0,1935,1930,1935
296,CAN,Canada,parliament,1935-10-14,8.78,7.0,245,CCF|NDP,Co-operative Commonwealth Federation | New Democratic Party,Co-operative Commonwealth Federation | New Democratic Party,2.46,29,857,858.0,1166.0,30.6,15.68,15.073599999999999,CAN,Canada,CCF|NDP,Co-operative Commonwealth Federation | New Democratic Party,Co-operative Commonwealth Federation | New Democratic Party,Co-operative Commonwealth Federation | New Democratic Party,soc,Social democracy,2.46,1.9195,1.1134,,62320.0,,,401.0,801.0,,5293.0,,29.0,11.0,1935,1930,1935
2565,CAN,Canada,parliament,1935-10-14,8.72,1.0,245,RP,Reconstruction Party of Canada,Reconstruction Party of Canada,7.4,29,857,858.0,1166.0,8.72,8.72,8.72,CAN,Canada,RP,Reconstruction Party of Canada,Reconstruction Party of Canada,Reconstruction Party of Canada,con,Conservative,7.4,6.4,7.0,,,,,,,,,,29.0,26.0,1935,1930,1935
1307,CAN,Canada,parliament,1945-06-11,3.6,2.0,245,BPC,Bloc Populaire Canadien,Bloc Populaire Canadien,,29,189,854.0,1164.0,3.6,3.6,3.6,CAN,Canada,BPC,Bloc Populaire Canadien,Bloc Populaire Canadien,Bloc Populaire Canadien,spec,Special issue,,,,,,,,,,,,,29.0,16.0,1945,1940,1945
556,CAN,Canada,parliament,1945-06-11,2.1,1.0,245,CP|LPP,Communist (Labour-Progressive) Party,Communist (Labour-Progressive) Party,1.2,29,189,854.0,1164.0,2.1,2.1,2.1,CAN,Canada,CP|LPP,Communist (Labour-Progressive) Party,Communist (Labour-Progressive) Party,Communist (Labour-Progressive) Party,com,Communist/Socialist,1.3,1.4,3.0,,,,,,,,,,29.0,14.0,1945,1940,1945
2011,CAN,Canada,parliament,1945-06-11,0.12,1.0,245,L-P,Liberal-Progressive,Liberal-Progressive,6.0,29,189,854.0,1164.0,0.16,0.14,0.14,CAN,Canada,L-P,Liberal-Progressive,Liberal-Progressive,Liberal-Progressive,lib,Liberal,6.0,6.7,3.6,,,,,,,,,,29.0,6.0,1945,1940,1945
2085,CAN,Canada,parliament,1949-06-27,0.2,1.0,262,LL,Liberal-Labour,Liberal-Labour,6.0,29,112,189.0,534.0,0.2,0.2,0.19,CAN,Canada,LL,Liberal-Labour,Liberal-Labour,Liberal-Labour,lib,Liberal,6.0,6.7,3.6,,,,,,,,,,29.0,6.0,1949,1940,1945
677,CAN,Canada,parliament,1965-11-08,4.66,9.0,265,SCR,Ralliement crÃ©ditiste,Social Credit Rally,,29,282,424.0,857.0,4.66,4.550000000000001,4.550000000000001,CAN,Canada,SCR,Social Credit Rally,Ralliement crÃ©ditiste,Ralliement creditiste,spec,Special issue,,,,,,,,,,,,,29.0,16.0,1965,1960,1965
448,CAN,Canada,parliament,1993-10-25,13.51,54.0,295,BQ,Bloc QuÃ©bÃ©cois,Quebec Bloc,3.0215,29,546,96.0,704.0,13.51,10.575,9.81625,CAN,Canada,BQ,Quebec Bloc,Bloc QuÃ©bÃ©cois,Bloc Quebecois,soc,Social democracy,3.0215,3.1207,2.2063,,62901.0,,,,802.0,,5213.0,,29.0,11.0,1993,1990,1990
897,CAN,Canada,parliament,1993-10-25,18.72,52.0,295,RPC,Reform Party of Canada,Reform Party of Canada,8.7748,29,546,96.0,704.0,25.49,19.35,21.186666666666667,CAN,Canada,RPC,Reform Party of Canada,Reform Party of Canada,Reform Party of Canada,con,Conservative,8.7748,8.7668,9.0688,,62621.0,,,,805.0,,5233.0,,29.0,26.0,1993,1990,1990
1255,CAN,Canada,parliament,2004-06-28,29.63,99.0,308,CPC,Conservative Party of Canada,Conservative Party of Canada,8.6608,29,240,455.0,103.0,39.6,36.27,35.01800000000001,CAN,Canada,CPC,Conservative Party of Canada,Conservative Party of Canada,Conservative Party of Canada,con,Conservative,8.6608,8.7668,9.0688,,,,,,,,5233.0,,29.0,26.0,2004,2000,2000
1259,CAN,Canada,parliament,2011-05-02,3.9,1.0,308,GPC,Green Party of Canada,Green Party of Canada,1.9018,29,703,601.0,612.0,3.9,3.675,3.675,CAN,Canada,GPC,Green Party of Canada,Green Party of Canada,Green Party of Canada,eco,Green/Ecologist,1.9018,2.2467,2.0327,,,,,,,,5253.0,,29.0,19.0,2011,2010,2010
26,CHE,Switzerland,parliament,1902-10-26,50.39,100.0,167,FDP-PRD,Freisinnig-Demokratische Partei der Schweiz â€“ Parti Radical-Democratique Suisse,Radical Democratic Party,6.3249,40,982,,,56.15,23.5,27.628437499999997,CHE,Switzerland,FDP-PRD,Radical Democratic Party,Freisinnig-Demokratische Partei der Schweiz â€“ Parti Radical-Democratique Suisse,Freisinnig-Demokratische Partei der Schweiz -- Parti Radical-Democratique Suisse,lib,Liberal,6.3249,8.0105,3.4159,6.4439,43420.0,289.0,,,3803.0,1703.0,8028.0,,40.0,6.0,1902,1900,1900
531,CHE,Switzerland,parliament,1902-10-26,23.09,36.0,167,CVP-PDC,Christlichdemokratische Volkspartei â€“ Parti dÃ©mocrateâ€“chrÃ©tien,Conservative Peoples Party,4.7288,40,982,,,23.4,20.85,19.6321875,CHE,Switzerland,KK/CVP,Catholic Conservative / Christian Democratic Peoples Party,Katholische Konservative / Christlichdemokratische Volkspartei â€“ Conservateurs catholiques  /  Parti dÃ©mocrate-chrÃ©tien,Katholische Konservative / Christlichdemokratische Volkspartei -- Conservateurs catholiques  /  Parti democrate-chretien,chr,Christian democracy,4.7288,5.6421,7.1414,6.3386,43520.0,288.0,,,3802.0,1701.0,7980.0,3604.0,40.0,3.0,1902,1900,1900
458,CHE,Switzerland,parliament,1902-10-26,8.58,20.0,167,LPS,Liberale Partei der Schweiz â€“ Parti liberal suisse,Liberal Party of Switzerland,7.2961,40,982,,,8.58,2.8,3.495333333333334,CHE,Switzerland,LPS,Liberal Party of Switzerland,Liberale Partei der Schweiz â€“ Parti liberal suisse,Liberale Partei der Schweiz -- Parti liberal suisse,lib,Liberal,7.2961,8.477,4.2441,7.6667,43531.0,,,,3805.0,1702.0,8060.0,,40.0,6.0,1902,1900,1900
35,CHE,Switzerland,parliament,1902-10-26,12.6,7.0,167,SP-PS,Sozialdemokratische Partei der Schweiz â€“ Parti Socialiste Suisse,Social Democratic Party of Switzerland,1.8319,40,982,,,30.77,23.4,22.784062499999997,CHE,Switzerland,SP-PS,Social Democratic Party of Switzerland,Sozialdemokratische Partei der Schweiz â€“ Parti Socialiste Suisse,Sozialdemokratische Partei der Schweiz -- Parti Socialiste Suisse,soc,Social democracy,1.8319,1.7579,1.2281,9.0614,43320.0,291.0,,,3801.0,1704.0,8108.0,3602.0,40.0,11.0,1902,1900,1900
886,CHE,Switzerland,parliament,1902-10-26,3.7,4.0,167,DG,Gruppe der Demokraten â€“ Groupe des democrates,Democratic Group,3.3,40,982,,,4.38,2.2,2.4995000000000003,CHE,Switzerland,DG,Democratic Group,Gruppe der Demokraten â€“ Groupe des democrates,Gruppe der Demokraten -- Groupe des democrates,soc,Social democracy,3.3,3.5,3.5,8.1,,,,,,,,,40.0,11.0,1902,1900,1900
2579,CHE,Switzerland,parliament,1911-10-29,,2.0,189,etc,others,others,,40,979,980.0,1458.0,,,,CHE,Switzerland,etc,others,others,others,none,no family,,,,,,,,,,,,,40.0,12.0,1911,1910,1910
750,CHE,Switzerland,parliament,1919-10-26,15.3,30.0,189,SVP-UDC,Schweizerische Volkspartei â€“ Union DÃ©mocratique du Centre,Swiss People's Party,7.3575,40,770,977.0,1464.0,29.39,12.35,15.440384615384614,CHE,Switzerland,SVP-UDC,Swiss People's Party,Schweizerische Volkspartei â€“ Union DÃ©mocratique du Centre,Schweizerische Volkspartei -- Union Democratique du Centre,agr,Agrarian,7.3575,8.9684,8.3385,0.6368,43810.0,292.0,,,3804.0,1705.0,8124.0,3601.0,40.0,2.0,1919,1910,1915
1951,CHE,Switzerland,parliament,1919-10-26,,2.0,189,GV,GrÃ¼tliverein â€“  GrutlÃ©en,Grutli Society,3.3,40,770,977.0,1464.0,,,,CHE,Switzerland,GV,Grutli Society,GrÃ¼tliverein â€“  GrutlÃ©en,Gruetli Society --  Grutleen,soc,Social democracy,3.3,3.5,3.5,8.1,,,,,,,,,40.0,11.0,1919,1910,1915
602,CHE,Switzerland,parliament,1919-10-26,0.8,1.0,189,EVP-PEP,Evangelische Volkspartei der Schweiz â€“ Parti Populaire Evangelique Suisse,Protestant Peoples Party,4.9248,40,770,977.0,1464.0,2.4,1.6,1.504,CHE,Switzerland,EVP-PEP,Protestant Peoples Party,Evangelische Volkspartei der Schweiz â€“ Parti Populaire Evangelique Suisse,Evangelische Volkspartei der Schweiz -- Parti Populaire Evangelique Suisse,chr,Christian democracy,4.9248,4.4498,7.5812,5.0504,43530.0,394.0,,,,1706.0,8012.0,3607.0,40.0,3.0,1919,1910,1915
1167,CHE,Switzerland,parliament,1922-10-29,1.8,2.0,198,PdA,Partei der Arbeit der Schweiz,Swiss Party of Labour,0.5263,40,773,770.0,981.0,5.1,1.8,1.8130434782608698,CHE,Switzerland,PdA,Swiss Party of Labour,Partei der Arbeit der Schweiz,Partei der Arbeit der Schweiz,com,Communist/Socialist,0.5263,0.5835,1.6148,6.8893,43220.0,,,,,1707.0,8076.0,3609.0,40.0,14.0,1922,1920,1920
1954,CHE,Switzerland,parliament,1925-10-25,,1.0,198,UDE,Union de dÃ©fense Ã©conomique,National Union,8.7,40,774,773.0,980.0,,,,CHE,Switzerland,UDE,National Union,Union de dÃ©fense Ã©conomique,Union de defense economique,right,Right-wing,8.8,5.9,8.5,2.3,,,,,,,,,40.0,40.0,1925,1920,1925
1264,CHE,Switzerland,parliament,1935-10-27,4.1,7.0,187,LdU-ADI,Landesring der UnabhÃ¤ngigen â€“ Alliance des IndÃ©pendants,Independents Alliance,3.3,40,769,768.0,975.0,9.1,5.0,4.858823529411765,CHE,Switzerland,LdU-ADI,Independents Alliance,Landesring der UnabhÃ¤ngigen â€“ Alliance des IndÃ©pendants,Landesring der Unabhaengigen -- Alliance des Independants,soc,Social democracy,3.3,3.5,3.5,8.1,43321.0,,,,,,,,40.0,11.0,1935,1930,1935
